StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00397052,44.8655,-98.5252,399.0,SD,REDFIELD,,15,-6,19490801-20200901, 88.5%,19850215-20200901, 84.3%,20021124-20200901, 94.8%
USC00397662,43.7379,-96.6264,485.5,SD,SIOUX FALLS EROS CTR,,15,-6,19740227-20201002, 87.4%,19970615-20201002, 88.3%,20090207-20201002, 91.5%
USC00397666,43.5877,-96.7300,435.9,SD,SIOUX FALLS WFO AP,,15,-6,20030912-20201004, 98.1%,20120324-20201004, 97.8%,20160629-20201004, 99.9%
USC00397882,44.4974,-103.8718,1107.3,SD,SPEARFISH,,15,-7,19480801-20200902, 81.4%,19840817-20200902, 70.8%,20020825-20200902, 54.7%
USC00397992,44.2662,-99.4431,550.2,SD,STEPHAN 2 NW,,15,-6,19480801-20200603, 89.4%,19840702-20200603, 93.1%,20020618-20200603, 94.5%
USC00398007,43.5949,-98.4357,497.4,SD,STICKNEY,,15,-6,19480801-20201001, 96.6%,19840831-20201001, 96.3%,20020916-20201001, 96.5%
USC00398622,42.7625,-96.9194,346.6,SD,VERMILLION 2 SE,,15,-6,19480801-20201001, 91.6%,19840831-20201001, 94.1%,20020916-20201001, 96.1%
USC00398980,45.4247,-97.3270,556.9,SD,WAUBAY NATL WILD LIFE,,15,-6,19520508-20200902, 95.3%,19860706-20200902, 96.0%,20030804-20200902, 98.3%
USC00399347,43.5560,-103.4796,1266.4,SD,WIND CAVE,,15,-7,19480801-20200901, 84.5%,19840816-20200901, 77.5%,20020824-20200901, 68.2%
USC00400876,35.2622,-88.9891,138.7,TN,BOLIVAR WATER WORKS,,15,-6,19480901-20200114, 83.0%,19840508-20200114, 94.3%,20020312-20200114, 94.1%
USC00401150,35.6333,-89.2167,116.1,TN,BROWNSVILLE 5 NE,,15,-6,19480901-20200131, 87.3%,19840517-20200131, 79.8%,20020325-20200131, 88.4%
USC00401480,36.2455,-85.9450,157.0,TN,CARTHAGE,,15,-6,19590701-20200301, 72.2%,19891030-20200301, 74.9%,20041230-20200301, 67.1%
USC00401561,36.5409,-85.4596,164.6,TN,CELINA,,15,-6,19701201-20200206, 70.0%,19950705-20200206, 79.5%,20071021-20200206, 87.3%
USC00401585,35.8318,-87.4219,225.6,TN,CENTERVILLE 4NE,,15,-6,20030110-20200307, 57.4%,20110809-20200307, 61.4%,20151122-20200307, 55.3%
USC00401587,35.7553,-87.4261,201.2,TN,CENTERVILLE WATER PL,,15,-6,19820401-20060726, 83.7%,19940529-20060726, 75.8%,20000626-20060726, 69.4%
USC00401663,36.3211,-87.2218,119.5,TN,CHEATHAM LOCK & DAM,,15,-6,19710306-20200219, 81.3%,19950828-20200219, 73.7%,20071123-20200219, 75.9%
USC00402489,36.0749,-87.3959,237.7,TN,DICKSON,,15,-6,19480901-20200304, 93.0%,19840602-20200304, 87.1%,20020418-20200304, 81.9%
USC00402600,36.2836,-88.7063,137.2,TN,DRESDEN,,15,-6,20110928-20130925, 22.2%,20120926-20130925, 24.7%,20130327-20130925, 49.2%
USC00402680,35.9986,-89.4090,91.4,TN,DYERSBURG,,15,-6,19480901-20170413, 85.2%,19821222-20170413, 78.3%,20000216-20170413, 77.9%
USC00402934,36.1422,-82.4261,524.3,TN,ERWIN 1 W,,15,-5,19820901-20200909, 88.8%,20010905-20200909, 87.0%,20110309-20200909, 93.0%
USC00403697,36.1679,-88.7974,121.9,TN,GREENFIELD,,15,-6,19480901-20190705, 85.1%,19840202-20190705, 85.4%,20011018-20190705, 91.8%
USC00404561,35.6213,-88.8456,121.9,TN,JACKSON EXP STA,,15,-6,19771207-20200921, 93.6%,19990430-20200921, 91.2%,20100109-20200921, 97.2%
USC00405089,35.2436,-87.3508,265.2,TN,LAWRENCEBURG FILT PLANT,,15,-6,19830501-20200220, 86.0%,20010925-20200220, 91.4%,20101208-20200220, 89.9%
USC00405108,36.2291,-86.3180,160.0,TN,LEBANON,,15,-6,19480901-20200301, 88.4%,19840601-20200301, 81.3%,20020416-20200301, 73.7%
USC00405187,35.4140,-86.8086,239.9,TN,LEWISBURG EXP STA,,15,-6,19480901-20200217, 91.1%,19840525-20200217, 87.8%,20020406-20200217, 78.5%
USC00405210,35.6502,-88.3904,164.6,TN,LEXINGTON,,15,-6,19820601-20200608, 80.8%,20010604-20200608, 83.5%,20101206-20200608, 84.8%
USC00405332,36.3776,-85.3365,297.2,TN,LIVINGSTON RADIO WLIV,,15,-6,19950821-20180719, 65.9%,20070203-20180719, 64.8%,20121026-20180719, 36.0%
USC00405720,35.4158,-89.5317,97.2,TN,MASON,,15,-6,19481001-20190910, 90.1%,19840321-20190910, 84.4%,20011215-20190910, 90.0%
USC00405956,35.1298,-89.8037,94.5,TN,MEMPHIS WFO,,15,-6,20001201-20200907, 94.4%,20101020-20200907, 98.8%,20150929-20200907, 99.0%
USC00406162,35.2243,-85.8414,563.9,TN,MONTEAGLE,,15,-6,19820601-20200908, 90.0%,20010720-20200908, 88.8%,20110213-20200908, 88.5%
USC00406170,36.1482,-85.2649,566.9,TN,MONTEREY,,15,-6,19480901-20200301, 85.6%,19840601-20200301, 82.4%,20020416-20200301, 72.1%
USC00406272,36.1682,-83.4027,402.3,TN,MORRISTOWN WFO,,15,-5,19950101-20200915, 95.5%,20071108-20200915, 96.8%,20140412-20200915, 99.9%
USC00406358,35.4552,-89.8116,136.6,TN,MUNFORD,,15,-6,19480901-20200303, 59.8%,19840602-20200303, 89.1%,20020418-20200303, 89.6%
USC00406371,35.9204,-86.3727,163.1,TN,MURFREESBORO 5 N,,15,-6,19480901-20200302, 91.4%,19840601-20200302, 86.7%,20020417-20200302, 85.7%
USC00406806,36.2470,-86.5631,179.8,TN,OLD HICKORY WFO,,15,-6,20001201-20200316, 88.8%,20100724-20200316, 95.8%,20150520-20200316, 99.8%
USC00407359,36.5877,-86.5258,242.0,TN,PORTLAND SEWAGE PLANT,,15,-6,19530601-20200211, 84.7%,19861006-20200211, 78.8%,20030609-20200211, 79.1%
USC00407811,35.8058,-85.6347,265.2,TN,ROCK ISLAND 2 NW,,15,-6,19480901-20200309, 84.8%,19840605-20200309, 77.0%,20020422-20200309, 76.8%
USC00407884,36.4161,-82.9838,413.0,TN,ROGERSVILLE 1 NE,,15,-5,19820701-20200906, 89.9%,20010803-20200906, 89.2%,20110219-20200906, 90.5%
USC00408065,36.4527,-89.3027,94.5,TN,SAMBURG W. L. REFUGE,,15,-6,19480901-20200914, 91.0%,19840907-20200914, 86.1%,20020911-20200914, 89.6%
USC00408108,35.1524,-88.3213,128.0,TN,SAVANNAH 6 SW,,15,-6,19820306-20200803, 93.2%,20010520-20200803, 93.5%,20101226-20200803, 91.8%
USC00408540,35.6763,-84.8547,230.1,TN,SPRING CITY,,15,-5,20030501-20200903, 94.1%,20120101-20200903, 98.7%,20160503-20200903, 99.9%
USC00408562,36.4710,-86.8415,227.1,TN,SPRINGFIELD EXPERIMENT  STATION,,15,-6,19480901-20200302, 91.1%,19840601-20200302, 87.8%,20020417-20200302, 81.8%
USC00408766,36.2431,-84.6950,459.0,TN,SUNBRIGHT 1 W,,15,-5,19480901-20200919, 89.4%,19840910-20200919, 88.3%,20020915-20200919, 91.9%
USC00409219,36.3925,-89.0317,106.7,TN,UNION CITY,,15,-6,19480901-20200903, 90.9%,19840902-20200903, 93.6%,20020903-20200903, 94.7%
USC00409493,36.1142,-87.7419,228.3,TN,WAVERLY AIRPORT,,15,-6,20000901-20200902, 73.1%,20100902-20200902, 60.4%,20150902-20200902, 38.5%
USC00410013,32.4318,-99.6326,549.2,TX,ABILENE 6ESE,,15,-6,20010503-20140820, 77.9%,20071226-20140820, 71.1%,20110423-20140820, 65.0%
USC00410176,30.3703,-103.7808,1500.2,TX,ALPINE 7NW,,15,-6,20060501-20200502, 86.8%,20130501-20200502, 88.1%,20161031-20200502, 90.9%
USC00410206,33.3866,-97.7163,307.8,TX,ALVORD 3 N,,15,-6,19420401-20200201, 86.9%,19810302-20200201, 79.5%,20000816-20200201, 89.3%
USW00023047,35.2295,-101.7042,1098.5,TX,AMARILLO AP,72363,15,-6,19410201-20190402, 93.0%,19800302-20190402, 87.9%,19990916-20190402, 75.9%
USC00410213,35.2327,-101.7092,1094.2,TX,AMARILLO 7ENE,,15,-6,20190325-20200820, 94.8%,20191207-20200820, 90.3%,20200413-20200820, 93.1%
USC00410250,32.3123,-102.5606,980.2,TX,ANDREWS 2,,15,-6,20101015-20191115, 96.9%,20150501-20191115, 99.9%,20170807-20191115, 99.9%
USC00410509,30.1400,-98.8188,533.4,TX,BANKERSMITH,,15,-6,19400501-20120629, 92.9%,19760530-20120629, 89.3%,19940614-20120629, 85.9%
USC00410510,30.1196,-98.7868,592.8,TX,BANKERSMITH 2SE,,15,-6,20130227-20181001,100.0%,20151215-20181001, 99.9%,20170508-20181001, 99.8%
USC00410518,32.2630,-96.6369,140.5,TX,BARDWELL DAM,,15,-6,19650402-20200723, 89.9%,19921126-20200723, 87.4%,20060924-20200723, 84.8%
USC00410569,28.9798,-95.9749,15.8,TX,BAY CITY WATERWORKS,,15,-6,19400601-20190918, 59.3%,19800124-20190918, 69.1%,19991121-20190918, 54.7%
USC00410639,28.4575,-97.7061,77.7,TX,BEEVILLE 5 NE,,15,-6,19530802-20200910, 89.0%,19870220-20200910, 84.0%,20031201-20200910, 78.4%
USC00410690,27.5969,-98.4162,115.8,TX,BENAVIDES 2,,15,-6,19820720-20200911, 84.6%,20010815-20200911, 87.3%,20110227-20200911, 86.2%
USC00410691,32.6475,-97.4439,240.8,TX,BENBROOK DAM,,15,-6,19490622-20200914, 91.6%,19850201-20200914, 84.9%,20021123-20200914, 84.4%
USC00410738,30.7625,-98.0213,344.1,TX,BERTRAM 3 ENE,,15,-6,19680122-20200502, 96.5%,19940313-20200502, 94.3%,20070407-20200502, 96.9%
USC00410779,31.2001,-101.4626,833.3,TX,BIG LAKE 2,,15,-6,19900808-20200611, 87.6%,20050710-20200611, 91.7%,20121225-20200611, 94.1%
USC00410784,32.2683,-101.4858,764.7,TX,BIG SPRING FIELD STATION,,15,-6,19531201-20201001, 94.0%,19870502-20201001, 90.5%,20040116-20201001, 89.7%
USC00410926,33.8186,-97.7336,298.7,TX,BONITA 7NW,,15,-6,19400201-20200913, 92.0%,19800523-20200913, 87.8%,20000718-20200913, 83.8%
USC00411000,35.5302,-102.2563,972.6,TX,BOYS RANCH,,15,-6,20130321-20200805, 83.4%,20161127-20200805, 67.2%,20181001-20200805, 96.3%
USC00411013,29.6101,-100.4520,536.4,TX,BRACKETTVILLE 22 N,,15,-6,19951017-20200430, 88.2%,20080123-20200430, 98.7%,20140312-20200430, 99.9%
USC00411017,31.1445,-99.3492,521.5,TX,BRADY,,15,-6,19400501-20201006, 93.0%,19800719-20201006, 90.5%,20000827-20201006, 88.1%
USC00411246,32.5066,-97.3444,232.3,TX,BURLESON,,15,-6,19821201-20200901, 95.7%,20011016-20200901, 93.8%,20110325-20200901, 98.3%
USC00411429,29.8607,-98.1959,304.8,TX,CANYON DAM,,15,-6,19780801-20200402, 91.2%,19990602-20200402, 90.2%,20091101-20200402, 92.8%
USC00411434,29.9111,-98.3713,356.0,TX,CANYON DAM NO 4,,15,-6,19610201-20200302, 89.8%,19900817-20200302, 89.3%,20050525-20200302, 95.1%
USC00411441,34.4125,-101.0678,806.2,TX,CAPROCK CANYON STATE PARK,,15,-6,20100403-20200806, 99.4%,20150605-20200806, 99.5%,20180104-20200806, 99.0%
USC00411541,30.0833,-97.5000,149.0,TX,CEDAR CREEK,,15,-6,20011001-20140114, 91.8%,20071123-20140114, 91.6%,20101219-20140114, 97.1%
USC00411542,30.0225,-97.5577,166.1,TX,CEDAR CREEK 6SW,,15,-6,20170913-20181104, 90.4%,20180409-20181104, 80.5%,20180722-20181104, 95.3%
USC00411646,35.6869,-102.3341,1158.2,TX,CHANNING,,15,-6,19410101-20200805, 90.1%,19801018-20200805, 88.0%,20000911-20200805, 82.4%
USC00411671,29.3092,-97.4061,111.3,TX,CHEAPSIDE,,15,-6,19400501-20200501, 90.1%,19800501-20200501, 86.3%,20000501-20200501, 80.0%
USC00411694,34.4386,-100.2183,585.2,TX,CHILDRESS 2,,15,-6,19971102-20100331, 68.1%,20040116-20100331, 72.6%,20070222-20100331, 87.4%
USC00411720,28.4675,-98.2525,70.1,TX,CHOKE CANYON DAM,,15,-6,19970902-20200914, 87.9%,20090309-20200914, 87.2%,20141211-20200914, 81.1%
USC00411773,33.6108,-95.0716,129.8,TX,CLARKSVILLE 1W,,15,-6,19400901-20200727, 81.9%,19800814-20200727, 80.9%,20000805-20200727, 66.5%
USC00411920,29.9615,-98.8945,436.8,TX,COMFORT 2,,15,-6,19900902-20200402, 82.2%,20050617-20200402, 93.4%,20121108-20200402, 99.9%
USC00411921,33.1997,-95.9283,167.6,TX,COMMERCE 4SW,,15,-6,19480801-20200408, 90.0%,19840604-20200408, 84.9%,20020507-20200408, 77.7%
USC00411956,30.3302,-95.4831,74.7,TX,CONROE,,15,-6,19470701-20201001, 84.3%,19840215-20201001, 77.9%,20020609-20201001, 75.5%
USC00412040,30.1805,-99.1538,647.1,TX,COTTONWOOD 2NW,,15,-6,20140521-20140706, 46.8%,20140613-20140706, 79.2%,20140624-20140706, 92.3%
USC00412082,31.4072,-102.3577,778.5,TX,CRANE,,15,-6,19430801-20201001, 86.0%,19820302-20201001, 75.5%,20010616-20201001, 56.1%
USC00412086,31.7730,-97.8265,298.7,TX,CRANFILLS GAP,,15,-6,19400501-20160512, 83.7%,19780507-20160512, 80.8%,19970509-20160512, 88.1%
USC00412088,31.5333,-97.4525,214.9,TX,CRAWFORD,,15,-6,20011101-20200906, 88.7%,20110405-20200906, 93.8%,20151221-20200906, 99.8%
USC00412096,32.5286,-97.6188,316.7,TX,CRESSON,,15,-6,19460901-20200902, 93.0%,19830902-20200902, 93.4%,20020303-20200902, 92.1%
USC00412131,32.1267,-99.1605,531.0,TX,CROSS PLAINS # 2,,15,-6,19471201-20201013, 92.1%,19840507-20201013, 93.6%,20020726-20201013, 92.9%
USC00412206,30.0210,-95.7069,45.7,TX,CYPRESS,,15,-6,19910101-20181205, 87.2%,20041218-20181205, 80.9%,20111212-20181205, 90.6%
USC00412361,29.4078,-100.9274,320.3,TX,DEL RIO 4NW,,15,-6,19960901-20181021, 76.3%,20070926-20181021, 69.4%,20130408-20181021, 47.8%
USC00412404,33.2333,-97.2000,210.0,TX,DENTON EXP STN,,15,-6,19460801-20200901, 91.7%,19830817-20200901, 87.7%,20020223-20200901, 90.4%
USC00412446,32.7056,-94.7888,86.6,TX,DIANA 2 W,,15,-6,20121003-20180806, 84.2%,20150904-20180806, 90.7%,20170218-20180806, 81.5%
USC00412462,30.3558,-96.8289,112.2,TX,DIME BOX,,15,-6,19810701-20200501, 89.5%,20001130-20200501, 92.7%,20100816-20200501, 98.8%
USC00412621,33.8094,-100.5169,612.6,TX,DUMONT,,15,-6,19710420-20200801, 87.1%,19951210-20200801, 81.3%,20080405-20200801, 90.5%
USC00412676,29.6212,-96.3660,53.6,TX,EAGLE LAKE RESCH CTR,,15,-6,19860415-20201001, 84.3%,20030709-20201001, 81.6%,20120219-20201001, 93.3%
USC00412679,28.7570,-100.4792,247.5,TX,EAGLE PASS 3N,,15,-6,19411001-20190801, 90.7%,19800831-20190801, 86.6%,20000215-20190801, 83.1%
USC00412815,31.0370,-100.5912,724.5,TX,ELDORADO 12N,,15,-6,19960502-20200908, 94.7%,20080705-20200908, 96.6%,20140807-20200908, 97.2%
USC00413133,32.5338,-96.6608,143.3,TX,FERRIS,,15,-6,19460701-20200907, 88.7%,19830804-20200907, 88.3%,20020219-20200907, 85.7%
USC00413156,29.9745,-98.2670,359.7,TX,FISCHERS STORE,,15,-6,19960301-20200501, 91.0%,20080331-20200501, 94.6%,20140416-20200501, 99.8%
USC00413270,30.9304,-100.1124,671.2,TX,FORT MCKAVETT 7 N,,15,-6,19610406-20201001, 86.5%,19910103-20201001, 87.8%,20051117-20201001, 84.7%
USC00413285,32.8342,-97.2981,196.3,TX,FT WORTH WSFO,72249,15,-6,19480501-20200803, 79.8%,19840617-20200803, 95.4%,20020711-20200803, 93.0%
USC00413289,32.8472,-97.4761,187.5,TX,FORT WORTH NATURE CENTER,,15,-6,20021201-20200815, 78.9%,20111008-20200815, 99.7%,20160312-20200815, 99.5%
USC00413370,33.1924,-96.7930,227.7,TX,FRISCO,,15,-6,19661010-20200801, 88.1%,19930905-20200801, 80.6%,20070217-20200801, 81.5%
USC00413410,35.6317,-100.3923,846.7,TX,GAGEBY 3 WNW,,15,-6,19410401-20200801, 87.3%,19801130-20200801, 79.7%,20000930-20200801, 84.7%
USC00413415,33.6358,-97.1447,237.7,TX,GAINESVILLE,,15,-6,19410901-20200430, 82.6%,19801230-20200430, 75.4%,20000830-20200430, 75.6%
USC00413507,30.6763,-97.7208,266.4,TX,GEORGETOWN LAKE,,15,-6,19810801-20200203, 82.0%,20001101-20200203, 79.5%,20100618-20200203, 89.4%
USC00413546,32.7463,-95.0497,118.9,TX,GILMER 4 WNW,,15,-6,19410701-20120601, 80.6%,19761215-20120601, 85.5%,19940908-20120601, 84.1%
USC00413642,33.7952,-96.8530,220.1,TX,GORDONVILLE,,15,-6,19420101-20130831, 83.1%,19771031-20130831, 71.2%,19951001-20130831, 57.0%
USC00413686,30.7188,-97.3211,169.2,TX,GRANGER DAM,,15,-6,19800601-20190303, 88.8%,19991017-20190303, 84.5%,20090624-20190303, 93.1%
USC00413691,32.9506,-97.0553,178.3,TX,GRAPEVINE DAM,,15,-6,19490623-20200803, 90.2%,19850112-20200803, 83.6%,20021023-20200803, 74.7%
USC00413771,31.5252,-96.5305,141.7,TX,GROESBECK 2,,15,-6,19771101-20200916, 84.3%,19990410-20200916, 79.6%,20091228-20200916, 79.6%
USC00414098,34.8172,-102.4002,1164.3,TX,HEREFORD,,15,-6,19550516-20200703, 85.7%,19871209-20200703, 76.1%,20040321-20200703, 79.6%
USC00414257,33.5869,-95.9074,201.8,TX,HONEY GROVE,,15,-6,19440201-20200517, 81.7%,19820325-20200517, 76.7%,20010420-20200517, 65.3%
USC00414375,30.0630,-99.5049,612.6,TX,HUNT 10 W,,15,-6,19760701-20200410, 91.7%,19980521-20200410, 93.9%,20090430-20200410, 91.8%
USC00414476,31.9808,-97.8731,274.9,TX,IREDELL,,15,-6,19630913-20200212, 88.9%,19911128-20200212, 84.6%,20060104-20200212, 78.3%
USC00414517,33.2065,-98.1688,329.5,TX,JACKSBORO,,15,-6,19400501-20171121, 61.7%,19790210-20171121, 31.4%,19980702-20171121, 62.8%
USC00414570,33.2543,-100.5731,612.6,TX,JAYTON,,15,-6,19400501-20200805, 90.0%,19800618-20200805, 85.4%,20000712-20200805, 95.5%
USC00414597,32.6405,-96.9747,180.1,TX,JOE POOL LAKE,,15,-6,20080416-20200901, 91.0%,20140624-20200901, 99.2%,20170728-20200901, 99.7%
USC00414670,30.4452,-99.8044,532.5,TX,JUNCTION 4SSW,,15,-6,19400301-20201002, 89.9%,19800616-20201002, 86.1%,20000809-20201002, 96.8%
USC00414679,33.1167,-97.3000,198.1,TX,JUSTIN 2 N,,15,-6,19540104-20200805, 91.3%,19870421-20200805, 88.7%,20031213-20200805, 82.7%
USC00414775,31.8409,-103.0889,862.6,TX,KERMIT,,15,-6,20030201-20200902, 77.3%,20111117-20200902, 70.6%,20160410-20200902, 64.2%
USC00414880,34.3708,-101.7483,1060.7,TX,KRESS,,15,-6,19400201-20200825, 96.3%,19800514-20200825, 95.5%,20000704-20200825, 97.2%
USC00414920,28.9838,-99.8684,238.4,TX,LA PRYOR,,15,-6,19400201-20200214, 86.1%,19800207-20200214, 88.1%,20000210-20200214, 89.2%
USC00414972,33.2250,-97.8316,265.2,TX,LAKE BRIDGEPORT DAM,,15,-6,19460801-20171211, 88.6%,19820406-20171211, 83.1%,20000207-20171211, 79.1%
USC00414975,33.7411,-95.9216,161.5,TX,LAKE CROCKETT,,15,-6,19730829-20200708, 86.8%,19970201-20200708, 83.0%,20081020-20200708, 72.3%
USC00414982,33.7542,-99.1442,355.7,TX,LAKE KEMP,,15,-6,19740819-20200601, 86.1%,19970710-20200601, 89.0%,20081220-20200601, 94.4%
USC00415048,29.8097,-101.5604,393.2,TX,LANGTRY,,15,-6,19420701-20200501, 90.0%,19810531-20200501, 92.1%,20001114-20200501, 89.6%
USC00415094,33.0352,-96.4861,155.4,TX,LAVON DAM,,15,-6,19490701-20191028, 83.1%,19840829-20191028, 73.7%,20020329-20191028, 61.8%
USC00415113,29.7393,-99.7612,494.4,TX,LEAKEY,,15,-6,19400401-20170501, 81.1%,19781016-20170501, 81.4%,19980122-20170501, 73.5%
USC00415192,33.0694,-97.0094,169.5,TX,LEWISVILLE DAM,,15,-6,19640201-20191028, 79.7%,19911215-20191028, 72.9%,20051120-20191028, 74.0%
USC00415193,30.4065,-97.0134,128.9,TX,LEXINGTON,,15,-6,19400301-20200504, 92.9%,19800402-20200504, 91.1%,20000418-20200504, 91.1%
USW00003951,32.3466,-94.6533,124.1,TX,LONGVIEW 11 SE,,15,-6,19750812-20200805, 86.6%,19980207-20200805, 83.1%,20090507-20200805, 77.9%
USC00415410,33.6897,-101.8219,989.1,TX,LUBBOCK 9 N,,15,-6,19420901-20200809, 94.5%,19810820-20200809, 95.6%,20010213-20200809, 95.6%
USC00415463,32.3316,-96.1505,109.7,TX,MABANK 4 SW,,15,-6,19770501-20170928, 77.7%,19970715-20170928, 72.8%,20070822-20170928, 61.9%
USC00415656,34.0044,-100.8249,736.1,TX,MATADOR NO 2,,15,-6,19651013-20200803, 92.9%,19930309-20200803, 90.6%,20061120-20200803, 94.7%
USC00415661,28.1000,-97.8167,24.1,TX,MATHIS,,15,-6,19970906-20200904, 91.9%,20090306-20200904, 91.7%,20141205-20200904, 87.9%
USC00415770,35.2360,-100.5923,802.2,TX,MC LEAN,,15,-6,19401001-20200219, 88.5%,19800610-20200219, 81.4%,20000415-20200219, 70.3%
USC00415897,32.4841,-96.9941,228.6,TX,MIDLOTHIAN,,15,-6,19740117-20200902, 85.5%,19970511-20200902, 88.6%,20090105-20200902, 83.8%
USC00415957,32.7863,-98.1183,257.6,TX,MINERAL WELLS 1 SSW,,15,-6,19520324-20200910, 87.4%,19860617-20200910, 80.8%,20030730-20200910, 81.9%
USC00416104,30.7053,-104.0232,2069.6,TX,MOUNT LOCKE,,15,-6,19480601-20201012, 94.3%,19840806-20201012, 94.3%,20020909-20201012, 93.5%
USC00416108,33.1688,-95.0055,129.5,TX,MOUNT PLEASANT,,15,-6,19400201-20200901, 82.0%,19800517-20200901, 78.6%,20000709-20200901, 75.7%
USC00416135,34.2192,-102.7328,1167.4,TX,MULESHOE NO 1,,15,-6,20091116-20091201,100.0%,20091123-20091201, 88.9%,20091127-20091201, 80.0%
USC00416136,34.2192,-102.7327,1167.4,TX,MULESHOE # 2,,15,-6,19410601-20200822, 89.5%,19810110-20200822, 93.2%,20001031-20200822, 94.1%
USC00416177,31.6163,-94.6430,132.6,TX,NACOGDOCHES,,15,-6,19471001-20200801, 78.1%,19840301-20200801, 80.6%,20020517-20200801, 82.2%
USC00416210,31.9611,-96.6880,138.4,TX,NAVARRO MILLS DAM,,15,-6,19620810-20200716, 92.2%,19910729-20200716, 86.9%,20060121-20200716, 80.8%
USC00416270,33.4547,-94.4088,105.2,TX,NEW BOSTON,,15,-6,19731016-20200901, 89.3%,19970325-20200901, 83.6%,20081212-20200901, 83.8%
USC00416335,31.9747,-95.1380,113.4,TX,NEW SUMMERFIELD 2W,,15,-6,19620802-20200906, 87.0%,19910820-20200906, 81.3%,20060227-20200906, 82.8%
USC00416504,32.9711,-101.8247,928.4,TX,O DONNELL,,15,-6,19400501-20200804, 93.9%,19800617-20200804, 92.0%,20000711-20200804, 93.8%
USC00416734,30.7169,-101.2061,714.8,TX,OZONA,,15,-6,19400401-20131101, 21.1%,19770115-20131101, 16.9%,19950609-20131101, 33.8%
USW00093914,31.7831,-95.6039,141.7,TX,PALESTINE 2 NE,,15,-6,19400201-20200903, 87.3%,19800518-20200903, 78.9%,20000711-20200903, 72.2%
USC00416776,35.5544,-100.9736,960.1,TX,PAMPA # 2,,15,-4,19531001-20200811, 92.3%,19870307-20200811, 90.2%,20031123-20200811, 88.1%
USC00416792,29.3273,-103.2062,1140.0,TX,PANTHER JUNCTION,,15,-6,19550321-20201005, 94.1%,19871228-20201005, 90.6%,20040517-20201005, 87.1%
USC00416893,31.3782,-103.6330,830.3,TX,PECOS 8W,,15,-6,19600303-20200902, 94.8%,19900603-20200902, 93.4%,20050718-20200902, 92.6%
USC00416935,33.8153,-102.5578,1115.6,TX,PEP,,15,-6,19560801-20200822, 95.7%,19880811-20200822, 95.3%,20040816-20200822, 96.2%
USC00417060,33.5992,-100.5319,592.8,TX,PITCHFORK RANCH,,15,-6,19710420-20200823, 77.2%,19951221-20200823, 86.1%,20080422-20200823, 97.7%
USC00417066,32.9263,-94.9392,111.3,TX,PITTSBURG 5 SSE,,15,-6,19490501-20171024, 83.8%,19830728-20171024, 70.6%,20000909-20171024, 53.6%
USC00417074,33.1869,-102.8281,1120.1,TX,PLAINS,,15,-6,19420701-20200803, 93.3%,19810717-20200803, 92.6%,20010124-20200803, 91.3%
USC00417140,28.6575,-96.5553,6.1,TX,POINT COMFORT,,15,-6,19571101-20200917, 93.1%,19890410-20200917, 90.1%,20041228-20200917, 89.6%
USC00417300,31.9633,-98.4941,372.2,TX,PROCTOR RESERVOIR,,15,-6,19730701-20191202, 77.2%,19960915-20191202, 58.7%,20080424-20191202, 40.4%
USW00012911,29.5325,-98.2623,221.9,TX,RANDOLPH AFB,,15,-6,19401101-20200505, 92.3%,19800803-20200505, 93.3%,20000619-20200505, 93.6%
USC00417431,31.2286,-101.9472,797.1,TX,RANKIN,,15,-6,19481101-20130903, 89.6%,19810403-20130903, 82.6%,19970618-20130903, 89.0%
USC00417499,33.6494,-99.4043,411.8,TX,RED SPRINGS 3 N,,15,-6,19430301-20161213, 88.6%,19800121-20161213, 87.1%,19980703-20161213, 86.9%
USC00417706,30.0240,-100.2120,726.0,TX,ROCKSPRINGS,,15,-6,19400401-20140402, 78.2%,19770401-20140402, 76.3%,19951001-20140402, 82.9%
USC00417936,31.0619,-94.1011,57.6,TX,SAM RAYBURN DAM,,15,-6,19680101-20200905, 83.5%,19940504-20200905, 77.4%,20070705-20200905, 74.6%
USC00417944,31.3708,-100.4943,576.1,TX,SAN ANGELO WFO,,15,-6,19400101-20201014, 21.7%,19800523-20201014, 41.0%,20000803-20201014, 82.0%
USC00417947,29.4704,-98.4728,213.4,TX,SAN ANTONIO INCARNATE WORD,,15,-6,19970501-20200501, 80.1%,20081030-20200501, 68.9%,20140731-20200501, 52.3%
USC00418022,30.1414,-102.3917,849.8,TX,SANDERSON,,15,-6,19420801-20130904, 10.4%,19780216-20130904, 12.8%,19951126-20130904, 25.5%
USC00418047,31.7426,-99.3106,534.9,TX,SANTA ANNA,,15,-6,19400501-20191016, 89.8%,19800123-20191016, 92.3%,19991204-20191016, 95.0%
USC00418081,27.2169,-97.6955,11.6,TX,SARITA 7 E,,15,-6,19410901-20180709, 86.1%,19800204-20180709, 76.5%,19990422-20180709, 65.0%
USC00418252,30.6886,-101.8272,662.9,TX,SHEFFIELD,,15,-6,19420701-20130425, 94.1%,19771127-20130425, 94.1%,19950811-20130425, 89.8%
USC00418531,30.4813,-98.1607,259.1,TX,SPICEWOOD,,15,-6,19680301-20190201, 89.3%,19930816-20190201, 87.2%,20060510-20190201, 86.0%
